,date,review,rating,isEdited,title,userName,developerResponse
10,2020-05-28 07:31:21,"I used to use Google Drive, but switched over to One Drive when I purchased Microsoft 365 for my University Course. I have to say, I found Google Drive to be FAR more reliable than One Drive so far. Yesterday I uploaded several documents in to a shared folder for my mortgage advisor via my desktop pc. They’re all present and accessible from there, but if I try to view the files on my iPhone app they’re not present - even the new folders I created don’t show. Sometimes it takes days for them to appear which is no good to me if I need to access them on the move.  If I try to share a file from my phone with One Drive it often says ‘uploading’ but just hangs - I have to cancel the upload, and try again directly in the One Drive app. If I didn’t prefer the Microsoft Office suite of software generally, I would switch back to Google.",3,False,Unreliable,mike2939,
11,2023-04-02 09:57:55,"It's great for storage but I wish I could use MS365 and choose a default of it opening and saving locally, rather than on the OneDrive. I find it hard to find things on the drive whereas if I had that option I could organise and upload them in my own preferred ways. Using Word for donkey's years I have a well developed system of deliberately saving multiple copies of long documents so that I can go back to a previous version if I need to. So I hate working on a ""live"" document which is then hidden in some obscure corner of the OneDrive. That said, it has saved some photos and video clips which J thought were lost forever, so I'm mightily thankful for that!",5,False,Hard to find things!,DaisyWaise,
12,2019-04-27 09:08:19,"Works well and it’s very good to have native mac and iOS clients that seem to function as well as their Windows equivalents, however, OneDrive does not remember where you are or were. 
If you use the app or go to it from a share sheet you always have to to start again from the root and go through folder structures - every time. 
This can be tiresome. I work in an organisation and have to regularly change my password, often, OneDrive can’t remember the new password. 
For a couple of weeks I find myself being directed back to the organisation sign in page and then, having to go back from the root folder to upload, copy, edit, save a file etc. 
If MS could solve that and linked sign ins with Word, excel etc that can leave you in a loop of uneditable docs and multiple sign ins, then it would be a beater.
I use OneDrive because I can’t use a native client for anything else on my organisation PC. The fact that it works so well with my Mac at work and at home, my iPad and iPhone is an unexpected benefit and bonus. 
If they could add some ‘remember where I was’ feature I would be completely happy.",5,False,Very useful but..,Geezering,
13,2020-11-19 14:01:22,"I have noticed after looking back on photo uploads using the automated upload facility, that many picture are being missed completely. This means I have no choice but to double check every single photo I take on my IPhone is uploaded correctly onto one drive, which is very time consuming. Google Photos simply does not have any issues when it comes to backing up my photos it simply works. One drive also does not put them in time stamp order when uploading to one drive which is another issue I have. Overall not impressed with One Drive and will move away to another storage provider if problems are not fixed soon.",4,False,Errors with upload facility - Missed Photos,M Highland,
14,2017-11-20 23:34:35,"The idea behind OneDrive is great - access your files anywhere, on any device. On the iPad, though, things only work smoothly if you have a constant internet connection everywhere you go, which isn’t a realistic scenario for me.

In theory, you can select files and folders for offline use, but in practice this is very erratic. You can select files and folders and the little green icon appears next to them, so all looks good, but when you try to use the file without an internet connection, it’s pot-luck whether it works or not. Sometimes with large folders, setting them for use off line fails completely, with no error message - the green icon appears, but the next time you look, it’s gone again.

Do NOT rely on this feature, and don’t make the mistake I did and buy an iPad Pro as a Mac replacement on the strength of it.",2,False,Working offline is hopeless...,The_lighting_doctor,
15,2020-11-29 14:48:10,"On the MacBook Air it is superb. Finally a Cloud storage solution that doesn’t require a mirror image to be stored on your hard drive. Very easy to use, it’s just a master folder with all your stuff stored and organised as you want them. Easy to make files stored in the Cloud only, to save space on your device, or to store them on your device so that they open more quickly. 
On the iPhone, it is also easy to open files as Read Only, but I can’t see for instance how to delete unwanted Screenshots on the iPhone, hence only 4 stars instead of 5. Again, on the MacBook, it’s as easy as pie. 
It works very well on Windows laptops as well - as you would expect, it being a Microsoft product. 
Very happy overall.",4,False,Very good app,stupidaskingforanickname,
16,2018-09-04 10:10:00,"I only use OneDrive because its included in my Office 365 bundle and I didn’t want to pay twice to have Dropbox. OneDrive is THE most unreliable cloud storage I've ever used. Im constantly having to re-sign in. It’s constantly losing track of my recent documents. When i upload a file from desktop or web browser it sometimes takes days before it shows up in my iOS app and vice versa. 
OneDrive is 100% incapable of being able to sync files between two computers. If a file gets updated on machine 1, it uploads and downloads on machine 2, but then machine 2 logs it the original unaltered file as being the modified one, so then machine 2 re-uploads the old file and often overwrites the newer version. This issue alone completely borked my iTunes library of twelve years. I hugely regret my decision to switch and would happily re-switch if I had the time, patience or bandwidth to resync everything",1,False,Like Dropbox but much worse,Martin Huntford,
17,2021-01-09 21:37:47,"The app experience compared to the web version is inferior. Even simple things like batch selecting images or changing the order of images is needlessly complicated. Another feature with poor UX is sharing. You can share files/folders by creating a single link, but if you wish to configure the user permissions for a link you have to ignore the intuitively titled Link Settings and Copy Link items and instead select the more ambiguous View Only item which be default is hidden from initial display. All link sharing functionality should have a dedicated settings view and not fudged into the iOS share dialogue.  
Trying to playback video is excruciating - it seems to need to download the entire video behind the scenes before starting, leaving the user staring at a black screen and loading graphic for far too long.",2,False,"It's ok, not terrific",Let down again,
18,2023-05-08 11:49:18,"When backing up pictures this never seems to do it in the background. I have to stare at the upload until it’s finished or else it just stops. When bulk uploading, as I don’t have the time to sit with it as frequently as I need to, it doesn’t seem to recognise pictures in between the last couple of days to the last time I remembered to do this. On this occasion, the last time I did this was October 22 and now May 23 it’s only uploaded yesterday and todays. There is no way to select or make it realise that there’s lots of things in between to upload. Google photos on the other hand, uploads and backs up immediately and showing when it’s been done with a picture on the photo when it’s loading. Very clunky and a lot of work when it’s something that can be done effortlessly by google.",1,False,Not able to force upload,Kezwald1,
19,2020-12-04 23:47:31,"I’ve been using OneDrive to backup my photos and documents, the layout is good and it syncs with my windows PC seamlessly. 

When uploading my gallery from my iOS device it took a very long time, the way it uploads photos is not very efficient because it would try to upload 50 or so pictures (and videos) at the same time, this would fill my phone’s RAM and I would have to restart it. When uploading photos I found it works better to switch off videos backup and let all the photos backup first, then let the videos upload last.

All in all OneDrive is very good cloud storage service but the way it uploads your photo gallery needs optimisation and improvements.",4,False,Photos need work.,An iPhønė usėr.,
20,2018-08-11 08:32:05,"We have 2 iPhones each with around 2000 photos on them.  Both have taken ages not to finish syncing.  Both are about 50% complete after lots of manual curation. If you have a dodgy internet connection it seems to stall.  To get it going again you have to reboot the phone.  We are in different houses with different internet providers.  

Everything else is fabulous.  I love one drive.  I use it both personally and for work, both are brilliant.

I hope the once this initial sync is complete it will cope better with the lower load of photos that you have just taken.",5,False,Photo Syncronisation,Hoffman6132,
21,2019-09-16 05:14:47,"I find one drive indispensable. Syncing between platforms is seem less, only occasionally needing a relaunch to remind it to finish syncing, but it’s saved me so many times having it on my phone and on any browser. 

I have to dock a star for the way the pop up ‘offering’ a one month free trial to the paid premium contract. 

There is no option to opt out, only to dismiss it. Rude at best and I question the legality of any contract that demands money but gives you no option to say “no thanks.”

It loses another star for making that dismissal ‘X” white on a white background and in the corner where it is far harder to get the users finger to register. (Sign me up is a massive green button in the middle so why not have a ‘no option there?’ 

Every time it pops up I have to mess about tapping the screen repeatedly in the corner until the iPhone realises I want the corner. 

Come on Microsoft, that’s the same game spyware designers play!",5,False,Loses a moral star but technically brilliant,Simon Beech,
22,2018-03-20 09:45:34,"The app looks great. And at first it makes you think, cool 😎. But once you realize it doesn’t always understand how to put things in order simply from A to Z correctly. Or trying to delete things from your recycling bin can be buggy. 
Or the fact that you can make files offline, but if you wanna do a whole folder you need to pay, but wait. The screen to pay and go premium doesn’t even work/come up 😑. I’m just gonna go back to Dropbox or use google drive. Unless they sort out these buggy problems in the future. Overall, you store your things fine, but some of the little quality of life things can be really annoying in the long run 🏃🏾",3,False,It looks good but...,Palmereap,
23,2023-05-13 15:00:30,"The app is fantastic but going straight to the point it would be nice if you could fix this:
When sharing a big video (more than 5Gb) the generated link opens but a warning pops up saying it can’t be opened through Onedrive app and must load on a browser, however playing through the browser the video is very choppy due to buffering maybe and almost unplayable. 
works fine in the app when I play it though but folks who opens the shared link doesn’t seem to have it playing through the app! 
Hope you can fix this ASAP please. Will update my rate review as soon as this gets fixed 
 Thank you",3,False,App is awesome but some bugs remains,moscab,
24,2024-05-08 11:10:08,"OneDrive is my new favorite! I’ve had a heck of a time bringing files over from my iPad to Windows PC. I’m a digital artist and do most of my illustration work in Procreate (iPad only). I recently switched from a Mac to a Windows PC and have had difficulty finding a quick and reliable way to bulk transfer files. OneDrive uploads and downloads so quickly, the first time I used it I thought it had crashed. But turns out it had just completed the job with superb efficiency 😂 Highly recommend !",5,False,Perfect for transferring files from iPad to Windows PC,evy-bk,
25,2017-12-31 13:03:16,"OneDrive is a good option for storing files from iPad, iPhone and pc.  This is mainly because it is accessible from all applications used on those devices unlike iCloud.  Furthermore, saving to OneDrive is similar to saving to folders on a pc.  I gave 4/5 stars because OneDrive could benefit from an improvement whereby you can save directly into sub-folders which is not always offered so files sometimes need to be moved from the main folder to the relevant sub-folder after being saved.",5,False,Wish subscribed to OneDrive before mess created on iCloud,Lakatan,
26,2019-05-29 10:30:07,"I have been using OneDrive for many years since its launch. Everything seemed to be working fine until only a few weeks ago I decided to delete three folders. I did not go into the recycle bin to permanently delete those files. Next think I know is an email from OneDrive a few days later saying that many folders were permanently deleted from my account. I checked my account and over 40 folders with pictures were not only removed from OneDrive, but permanently deleted from the recycle bin as well. Customer support just confirmed that and couldn’t help me exactly with what has happened. I think that a decent application should take responsibility for something like this and give me further explanations. Very disappointed!",1,False,All my files deleted and removed from recycle bin,teo78@,
27,2018-11-21 13:04:35,"I’ve used the app for the last year and a half after purchasing an iPad Pro to use for university instead of a laptop. Initially, I was really impressed with Microsoft’s whole suite but over the past few months it has gone right downhill.

My biggest pet peeve at the moment lies with the PDF annotations in this app. I used to love to take my notes by tapping to add a sticky note and typing, and it was handy because the note just popped up and you could still read what was on the slide as well as the note, but a couple of updates ago they changed it so that the sticky note is now full screen and the text is TINY, with no way to change the size of either. This makes being able to quickly read notes with the lecture slides impossible. 

PLEASE CHANGE IT BACK, MICROSOFT!",1,False,Students AVOID,Emmurder,
28,2018-02-12 07:33:08,"I really enjoy using OneDrive and use it for all my backing up and have migrated most of my files on my PC to it. Used in conjunction with Office 365 I have 1 TB of storage and the latest versions of MS office on my PC and iPad (all for less than £6 per month) I find it all works well together. There are a couple of workflow issues which needed a bit of thought, but once I sorted these out, it all works great. Improvements? I would like to be able to custom sort my photographs within a folder. You can do it via the online version of OneDrive, but not on the App. Can these be changed please?",4,False,Getting better all the time,Norfolkmark,
29,2020-06-21 07:40:48,"We have implemented this as part of out Microsoft 365 solution. The whole package is a joy to use. Our exchange system is now entirely cloud based and OneDrive along with Teams allows us to manage remote working with ease. We have synced both locally for each user but also on our main NAS providing key field data for engineers on site and sales have access to all customer quotes etc.  We are still exploring all the features but so far, so good.",5,False,A thought through cloud solution,KayKayT33,
30,2019-06-22 13:09:05,"Plenty of space online with quick, reliable access.

Genuine, intuitive and user friendly access through both my windows 10 laptop and iPhone, with real integration across apps.

All those old photos bluetoothed from phones over the last couple of decades, I can really sift through them and get organised, and this makes it easy enough to do on spare minutes on the bus. Much more productive and fun that playing Tetris.",5,False,"Finally, I can manage files truly on the go!",Ade1701,
31,2020-08-03 14:56:49,"I have used my onedrive app for a long time & found it extremely helpful as I could send documents via the iOS email app when out & about. 

Recently the app has allowed me to view my files, but will not allow me to attach them to emails. I tap attach item & then am told that it is not possible. I tap try again & see a glimpse if my files & folders but they disappear immediately. 

This causes the onedrive app & function to be basically useless! I could store my files on a different providers cloud for free. 

Having to send onedrive links is not acceptable, I am a legal professional & do not want to provide clients with my personal email address which would be the case if I sent them a link to download. 

I also do not want clients or colleagues to have to download a file, I want to attach it to an E-mail. 

I have contacted Microsoft support & they have been useless & have blamed the issue on Apple. 

I have looked online & many people seem to be having the same issue. I can attach other items using the same method, from Apple apps and from other providers such as google.",1,False,Currently USELESS,Addictpink,
32,2022-09-16 14:32:27,This app is very good with only 1 issue getting in the way. I like to use it with adaptive dark mode on. However when I go to click on my OneDrive the text stays black against the background after I have logged on to OneDrive. It took me a while to realise this as I could see files with no text. Clicking on these files would reveal the folders inside but only because I knew where on OneDrive they were. Hopefully this gets fixed soon so I can use dark mode again as I prefer it.,4,False,Very good with just 1 issue,paulnarcher,
33,2019-09-20 13:51:08,"This app REALLY has changed the way I work for the good, allowing me to do things on the go like never before, made me more efficient, organised and even helped with my work/life balance

Honesty the best app I’ve ever had, it LITERALLY turns my iPhone into a portable interface to my laptop.

I can Access, Edit & Share any file on my laptop with ease when ever I have an internet connection, it’s simple to use and all works perfectly

It also works in reverse so I can upload email attachments, PDF’s from the web or picture & videos I take on I'm sent, straight to the cloud from my iPhone to access at any time, and then the next time I open my laptop they instantly download to the hard drive straight into the folder I choose

I can also access my works Microsoft Hub in exactly the same way as my own files",5,False,Laptop in my pocket,Boe jogs,
34,2020-04-29 07:51:17,"I am using the OneDrive family features.
This iPad app appears to have a link to add more accounts, but there was an error message when I tried to add more than one family account.
The app gave me the option either to submit ‘OK’ or be directed to a third party team of ‘directly experts’, one of whom was happy to spend a lot of time giving false advice about how to reset the iPad etc, but adding more than one family account is simply not supported within this app.

However there are other apps on the App Store that do support this feature! I would recommend those but not this app.",3,False,One account,Guitar uk,
35,2021-05-28 18:29:16,"I’m frozen out of this app and there’s absolutely nothing I can do to get through to the Microsoft people. They consistently fail to reply and I’ve been going round and round this loop where they say to go to the website and follow the onscreen instructions. Well, I can confidently say that there are no onscreen instructions. I simply failed to use the app for over a year, and Microsoft have frozen my account and in effect locked me out for ever.",5,False,Useless,Dapifer2,
36,2022-04-29 08:38:06,"OneDrive is a probably the best of the cloud drive apps. It's quick, reliable, cross-platform and all the other stuff you'd expect.

The iPad version is a reliable app that you can either use alone, or via the Apple Files app. Everything's accessible within apps (great for sharing), or you can pop out into OneDrive and use it directly.

Only criticism is the way it handles photos. On the web, you can limit ""Photos"" to the pictures folder, which means you can use it as an alternative to Google Photos, Apple Photos etc. However, on the iPad, ""Photos"" shows every photo on the drive, organised by date.

Incredibly annoying if you're trying to look at your personal albums rather than every piece of work ever completed.

Oh, and the ""AI Powered"" auto tags are hilariously inaccurate and occasionally racist.",4,False,Let down by photo handling,RossAHall,
37,2018-08-23 15:11:34,"Syncs great between iOS devices SOMEHOW, while accessing the OneDrive storage via web browser, or from one of my University library computers shows a different list of files with items missing or you upload things that the iOS devices can’t see. I might as well separate things back out into iCloud and OneDrive again!
It all used to work fine until the past month or so and some files still update alright, while most aren’t. It’s now completely useless and unreliable as a cloud storage system. Bloody havoc for my lecture notes and it’s driving me mad.

Don’t even get me started on the OneDrive for OSX. That one has never worked and can’t even be reconfigured or removed!",1,False,Consistently inconsistent,Poteziel,
38,2021-10-14 21:26:12,"You have zero integration with iOS Shortcuts. This is fundamental to my workflow in being able to make shortcuts that interface with OneDrive so I can automate tasks such as saving to a specific onedrive folder. The fact that Microsoft hasn’t bothered to implement this feature is testament to its poor commitment to iPad and iOS users. Which in turn will drive me away to other platforms that actually bother to integrate with the Shortcuts App.

Also the widgets app is another clear sign that Microsoft isn’t bothering with its Apple based customers. Only a lousy photo viewing widget. It’s just a joke really.",2,False,Poor Integration - Lacklustre experience,Mattallsop,
39,2018-02-06 02:25:57,"Recent app update has ruined the look and feel.
Wasted space, too much white gaps!
Ugly small grey folders!
Before it was compact and displayed images well. 
I have iphone 8 plus so i want images displayed in the folders like before.
The folders once were great they displayed the images within as well as a title info underneath.

Such a disappointment with new look.
Should be like this:
Line txt view 
Tiles view (grey folder files)
Photos (displayed compact)

Onedrive team please add a third View option to have photo mode so displays the photos not these grey folders. Fix the wasted spacing / gaps between each file.
Onedrive desktop browser version has the third view option which i use daily.
Mobile iphone App version should have same options in right corner!",5,False,Third view option on iphone app please🙏🏻,nugs4u2,
40,2023-02-24 17:49:20,"If you work for a corporate, One Drive will likely be locked down by the IT function. But unleashed on a personal copy, the integration across the suite os absolutely great. I normally love Apple products but Apples Cloud is now years behind and One Drive far cheaper, bigger and faster on standard fees. And now that AI is on the horizon and will start to be integrated soon I guess, this M365 will be light years ahead.",5,False,Gotta say… a whole lot better out of corporate land,Blackaye!,
41,2019-05-17 05:09:46,"The app is great, my whole team now uses onedrive to communicate most of our reporting because everyone is field based

My only issue and I would really like to see someone pay attention to this is the below

I have 10 pictures to upload, 8 upload but 2 say error - same name already exists (still don’t know how it’s possible because the pictures are all different) so I check the name and this is true to my surprise
Obviously changing the name on the phone messes with the storage structure so that cannot be done - upload anyway with same name and just have (1) next to the name would be amazing - with my current photos I now have to upload them to the computer then change the file name and then add them to the drive which kind of takes away the use of the app.....

Thanks!",4,False,Missing that 5th star because of Picture uploads,dkirk1983,
42,2018-10-27 10:12:26,"I am a Uni student and use one drive to edit my lecture slides in PDF format - I type on them/write on them/highlight things with my Apple pen. I’ve woken up this morning and the editing feature has completely changed - it looks horrendous, you can’t change the colours as well, you can’t do half as many things! Bring back the old version!!!! This used to be my go-to app for uni editing and now its horrendous.",5,False,They’ve changed PDF editing!,SusMorrison,
43,2018-09-28 08:09:57,"Thank you for improving OneDrive with Features 

I am with Microsoft office for years and as I am working with projects I didn’t have any issues with office platform. Where is no program who can work stable and has a lot function. I am talking about word, excel and so on for that price. Where libre office, also open office but this for narrow mind people. So please don’t complain about Microsoft office because of price.",5,False,OneDrive is getting better and better. Thanks a lot,Robotukas,
44,2018-11-08 10:52:19,"I use this app to store lecture notes and annotate handouts at university on an iPad Pro (2017). The previous versions had much better calibration for the Apple Pencil, the ability to draw shapes (e.g. boxes) around key content, a rubber that was more selective (rather than deleting ALL of the previous few moments writing along with the error), and a better range colours to write with. This latest update has genuinely butchered the functionality for lecture go-ers and it looks like I will be going elsewhere for my cloud services. It wasn’t broken so why try and fix it! 

Previously, this app was incredible and very well developed. Please restore the previous version!",1,False,New update is AWFUL please restore old version!,MMMCcam,
45,2022-12-28 12:11:27,"Displaying photos backed when received via WhatsApp, is currently not working very well: they show up in the online photos section, and in the relevant folder (Pictures >Camera Roll). It’s in the iOS app where the glitch occurs. Let’s hope that this glitch gets fixed soon. Now it’s neither installing or updating. It did on my iPad. Not on my iPhone 📱",5,False,Current glitch is a bummer,cathalmor57,
46,2017-10-08 09:54:50,"First time you open a photo it loads in ridiculously low resolution. It then continues to load in the background but it takes between 5 and 10 seconds for the high quality version to show. It's a very long time if you want to quickly browse through an album of a dozens or hundreds of pictures, so if this is something you intend do to use the service for primarily, this is a major downside compared to competing products. I'm considering making the switch myself for that reason, only the fact OneDrive comes bundled with Office 365 makes it worthwhile.",2,False,Photos take a long time to load,kamil0101,
47,2023-05-17 13:37:21,For some reason recently when I edit and save a photo it no longer gets displayed based on date taken but the date it is edited. When I check file details the date taken is not showing the correct date even though the actual file has the correct date taken exif data when downloaded to PC. I think this change is quite new as it didn’t happen until some recent edits. Until this is fixed the best part of the app - the ability to view cloud photos is limited.,2,False,Problem with photos,Midnight Surfer,
48,2022-03-17 18:51:28,"As a paid user, I find it very disappointing that  you cannot filter the pictures view to only show the Pictures folder (so don’t show app icons or random logos from your computer in the view), and that this feature has existed for ages in the web view, but Microsoft still refuse to add this essential feature to their iOS app.",5,False,Pictures view is disappointing,ycat36,
49,2020-09-17 06:18:04,"Latest update causes the app to immediately crash upon opening it. I’ve tried reinstalling, rebooting, resetting account details within settings, enabling/disabling iCloud and background app refresh, and nothing works. 

iPhone 6 running the latest version of iOS 12. Please fix. All the other office apps work fine.

Edit: it has been fixed in the latest update. Great app when it works.",4,True,Latest update crashes (fixed now),MytotheCall,"{'id': 17919823, 'body': 'Hey there, thanks for reporting this issue to us. We fixed an issue causing crashes on iOS 12 in our latest update, version 11.49.15, available now. Please try it out and let us know if it works for you now. If the issue still occurs, please launch the app, shake the device, and tap ""Report a Problem"". If you update your review with your ticket #, we will be able to investigate quickly.\n', 'modified': '2020-09-16T23:15:36Z'}"
50,2019-10-31 06:14:42,"OneDrive has become an integral part of my daily life and it just keeps getting better with frequent updates. 
But my reason for writing this review is to say to who ever writes the update notes for the app, bravo! I love how you don’t try to hide mistakes and bugs but instead announce them (and their corrections) openly, freely and with a whole bunch of humour! I always take the time to read them.
So, to who ever is responsible for that, THANK YOU :D",5,False,Very enjoyable update notes,WizeOh,
51,2022-04-28 10:31:25,"Can’t overstate how much this helps me organise my work. 
I work in construction so on the spot annotations and snag clearing are so much quicker. 
I still have to use other apps for clouding and adding photos as it loads them landscape even if I take a portrait but that’s hardly a negative since I use those apps in tandem anyway but it would be nice to see that added so it becomes the sole app. 
Otherwise happy as with it.",5,False,Great App,Clamdestine,
52,2019-03-09 09:20:38,I have been using this app for the past 2 and a half years and it has been a great tool in a school environment. My school uses a lot of devices and platforms so this app has helped me keep everything backed up and safe. Especially when my school has experienced server problems causing most people without this app to lose all their work. This app is also very popular among students and teachers alike.,5,False,Great for Students,Cal1953,
53,2023-07-23 11:13:18,"Best cloud file system/app available ! One improvement I would like is to be able to Select several files together so can move them all to, eg, a new directory. Right now, it seems that you have to do it file by file, which can be incredibly clumsy and “click” demanding !

Apologies - just found it it can be done on my iPad !",5,False,"Great App., best, but Would Like One Improvement",Hereford5,
