source,review_id,review_date,review_description,rating,user_name,review_title,developer_response,developer_response_date,thumbs_up,laguage_code,country_code
App Store,3a9289b3-5e8d-4643-adf9-16b04bb4afc5,2019-11-07 00:00:10,"So, Dropbox stops working on my iPad. Re-install - as suggested - and now it says I have too many linked devices and will have to pay to re-add my iPad. Crooks! The beauty of Dropbox was that it worked seamlessly and was free, with some reasonable limitations. Not any more. Now I’ll have to struggle to make Microsoft’s truly appalling OneDrive work for me instead. Pity that Dropbox is going to gradually lose all of its fans...",5,ncoops,Trying to monetise loyal customers,,,,en,us
App Store,0264d547-581e-43c3-9bca-1a5b37d29c73,2023-03-29 07:27:16,"I’ve been using Dropbox since they started and it’s been a great app. That is until recently when it has become all about the money. I’m guessing that the bean counters have taken over this app too as you now get a constant annoyance of pop-up and messages saying your out of space (2gb free) or you can upgrade (I know I can) or don’t delete anything yet you can get more space (I have a NAS, this is just extra online storage). I don’t need any of these reminders, notifications. Leave it Dropbox before people leave you!",2,LuRcH-134,Constant annoying requests,,,,en,us
App Store,3d2c2c8c-14da-4b62-bc63-80c07cea5882,2020-08-19 20:12:22,"I was seriously about to return my iPad Pro for very poor battery life - it was dropping 40% or more overnight and normal usage during the day saw a terrible drop in battery life. Checked the battery in settings and found the culprit was the Dropbox app. Running in the background for up to 40 minutes every hour. Checked on Dropbox forum, not alone, others are seeing the same thing. Others also reported that turning off the background refresh didn’t solve the problem; deleting it however.....

So, deleted app and so far, battery life normal. Needs sorting out - or just forget Dropbox, plenty of other providers available.",1,Just another SteveO,Destroys battery life,,,,en,us
App Store,c3820f59-6751-4b42-b0ce-031ae6dbf329,2022-08-07 08:36:14,"In general Dropbox is great, but if you want to use it to store and browse high quality photo scans - not so great. A 200mb limit on images it will create preview for makes it lousy for looking at someone like me who regularly makes TIF files north of that limit.  I imagine there has been some server cpu utilisation trade-off made to reduce latency, but I’m sure some smart developers could drop previews for these files into some lower priority scheduling window and make them happen. Here’s hoping.",3,Silver Moggy,Photo previews - file size restricted,,,,en,us
App Store,11bcd0ea-156d-4fae-8ab6-744eedc30da6,2018-06-08 18:41:58,"This used to be brilliant. I’ve reported several times that since the last update the app is using ENORMOUS amounts of mobile data, even with cellular data off for photos and videos. The app has used 12gb of my mobile data in a couple of days since I switched it back on, despite mostly being connected to WiFi, and video/photo upload off. I barely use the app most of the time so this is inexplicable. What the hell is it doing?! That’s the size of 3 full length DVDs or a large PlayStation game!

It did the same in May and cost me a fortune in extra data charges until I realised the App was using it all. It got through 5gb in a hour that time, although admittedly I had photo uploading on, it seemed to get stuck loading 1 photo constantly. No compensation from Dropbox for all the wasted money on EE data top ups.

I’m a paying user and I’m losing my patience with Dropbox for not sorting this out, if it is not sorted I’ll take my money elsewhere.

SORT IT OUT DROPBOX",1,mrchimp,Bug in most recent update,,,,en,us
App Store,fb7c12d5-e7b4-409f-aae7-8f0692fd9548,2023-12-14 18:16:19,"I’ve been using Dropbox for half a year now mainly so I could view my external hard drive backup from my iPhone and iPad. After discovering that this is no longer possible all of a sudden after talking with customer support for hours, I see no reason to keep using Dropbox if I can find another solution. Not sure what goofy person decided this would be a welcomed feature to be removed.

Update Dec 2023: They’ve also secretly started opting users in for their documents to be fed to OpenAI. I will be moving to a NAS asap.",2,Sbuth,Ridiculous changes,,,,en,us
App Store,481584f6-907c-443c-9b03-2a75513455ea,2018-09-17 20:33:39,"Creating and saving text files is extremely bad with this app. 

It doesn’t allow you to simply open the text editor and add text with autosave as most iOS apps do. You have to tap something before you can edit a text file and then remember to save any changes or edits, otherwise it’s all lost.

The app constantly fails to load the latest version of text files. Instead you get the version last opened on the device, which could be days or weeks out of date. The app may or may not realise this after several minutes and ask you to ‘refresh’ the text file to get the newest version.

This frequently causes conflicted copies of text files. 

The only way to bypass these problems is to remember to force quit the app whenever it’s used to hopefully get updated text files. Very unreliable and a terrible experience if you use it with text files.",2,webplus,Horrific with Text Files,,,,en,us
App Store,a7610bcc-e936-4a0d-a973-5bda20dda112,2018-05-28 17:36:06,"I signed up for dropbox paid version in the hope of being able to sync and share my files across all my devices and be fully up to-date. 

Imagine my shock when having saved my spreadsheets to drop box that I’d spent hours working on my mobile pc, looking at the dropbox tray utility to confirm everything was synced, and opening up the same files on my internet enabled home pc to find that not only had my dropbox files in the cloud not been updated but the old files on my home pc overwrote the mobile laptop files destroying hours of work!! I would have been better off with a usb keyfob! (That is where I am now). No conflict resolution or management and no previous versions offered. Nada. 
Hugely disappointed.
* No detailed file list with date & time
* No effective conflict resolution for concurrent changes on more than 1 device.",2,viewer-x,"Easy to use, but false sense of security.",,,,en,us
App Store,ccc361c0-936e-474e-9f20-581a4ddc2b88,2023-12-14 15:28:24,"Dropbox has partnered with OpenAI, a company which has committed mass theft of individual’s propriety data and intellectual work for commercial gain, by misrepresenting its work as academic research. 

They have automatically opted in a large proportion of their users to AI integration without notice or proper explanation of what this entails. It has been claimed that the data won’t be used for training, and is just for AI-assisted tools. But OpenAI has shown no respect for our ownership of our data before, and Dropbox has followed their own unethical practice of automatic opt-in, so take from that what you will.",1,oStarfax,Your data may not be safe with Dropbox,,,,en,us
App Store,f7f9c713-c49d-46a8-94bd-f3fbfcee8404,2022-11-28 12:49:52,"Despite being one of the most expensive ways to store photos in the cloud, the experience of browsing photos it truly awful.

Scrolling through a typical library of thousands of photos is painfully slow, loading half a dozen thumbnails at a time. iCloud Photos and google photos don’t have this issue. Carousel (by Dropbox) was the reason I joined Dropbox, and when it was discontinued we were promised a better native photos experience. Years later we are still waiting.",2,Daniel Harkin,Sub-par photos experience,"{'id': 33608713, 'body': ""Hi Daniel,\n\nThanks for taking the time to share your thoughts.\n\nWe do appreciate user input, and we'll be sure to forward it along to our team.\n\nShould you need assistance with anything, you may reach out to us via Facebook facebook.com/Dropbox, Twitter @DropboxSupport or our Official Online Community https://www.dropboxforum.com.\n\nCheers."", 'modified': '2022-12-08T10:46:17Z'}",,,en,us
App Store,aa516b59-2faf-416f-b2ab-3c7f8e865067,2021-03-16 22:29:09,Just scoped out all the main photo backup apps as my 0365 subscription expired and my OneDrive storage shrank. My main archive is about 350 GIG so 500 GIG would be perfect. Dropbox only offers 2 terabytes for £9.99 a month which is way over what I need price and capacity wise. If only there was a 500 GIG storage option for £2.50... Are you reading this Dropbox people!!?. It’s actually far cheaper for me to go back to 0365 for £5.99 a month which gives me all the office apps/bells and whistles AND 5 terabytes of storage for my files and pictures. Can’t believe I’m bigging up Microsoft but you get a lot more for your money with them 😂,1,mcka98,Only one overpriced storage scheme,,,,en,us
App Store,51404d8e-6f25-40fb-8637-56875563954f,2021-11-06 23:56:04,A friend set me up with Dropbox as a way of sending photos to me when I was homeless. I can’t live without it now. While apps are now charging to use pre-installed storage I am never worried about losing my phone or keeping my photos safe. They automatically go to Dropbox and I can access them on any device. What’s not to like??,5,Ms GogoGirl,So Useful!,,,,en,us
App Store,867da0dc-d43e-497f-8ff9-fbc3866c9ceb,2023-12-02 05:59:25,I am writing this review for first time I am subscriber as well before few weeks it was working excellent but now I am not getting the same service as it was before and I don’t understand why I am facing problems my upto 10k pics and videos are saved in Dropbox and I am afraid of losing them the new uploads not opening and showing in the folders don’t know what to do about this issue,4,ZaraZaib,Dropbox,"{'id': 40637487, 'body': 'Hey there, we’re sorry to hear that you’re experiencing an issue with our app. We suggest reaching out to our support agents from this page https://www.dropbox.com/support with more details, so they can help troubleshoot. Alternatively, you can reach out to us on Twitter at @DropboxSupport, Facebook at facebook.com/Dropbox, or on our Official Online Community https://www.dropboxforum.com. Thanks!', 'modified': '2023-12-12T10:56:30Z'}",,,en,us
App Store,c3326033-5c34-4937-8401-cafaaf8573d1,2021-08-06 09:29:03,"App is designed for collaboration, so you have to send yourself a notification when you upload a file and heaven forbid you don’t want to share a whole folder, do you? So it’s not really very useful if you don’t have any collaborators and to rub salt into it doing anything with your data requires you to ‘export’ it so it’s not really very useful for storage. So change the name to DropSend and we will all know where we stand.",3,ct1003,Is this really a storage service,,,,en,us
App Store,134a88fc-1fdf-416a-a427-c854deb85820,2022-12-08 23:02:45,"Dropbox is a great tool that families and friends can use for sharing photos letters and being so easy even the young ones can send to their Grandad the drawing and things they would like him to see. It is a good tool to use to send letters to banks etc. I fully recommend Dropbox and the 5 Stars I awarded 
Derrick Smart",5,DRS UK,Keeping family together,,,,en,us
App Store,64ea29ae-3ed7-4097-9f3a-253c17214838,2024-01-18 15:56:23,I thought Dropbox was a good idea until I reached my initial free limit. I then tried to offload my files but discovered I could not. I asked in the chat box how to do this but was cut off. I then discovered under the free Dropbox once I go over I have only access to my files if I upgrade. Now I not only can l not know what files I stored in Dropbox but cannot recover them. Sadly I was not aware this would happen so I did not keep a note of my Dropbox files. They are lost to me unless I upgrade. Unless you want to pay a lot of money for storage stay away.,1,Michael Roddy,Stay away,"{'id': 41549310, 'body': 'Hey, Michael, we appreciate your review.\n\nIf you have exceeded your account’s space quota, syncing with your devices will not work. Your files are accessible through your internet browser, so you can view and download/delete from there in order to free up space.\n\nIf you continue to experience the issue, or if you have any further questions, we encourage you to reach out to us on Twitter at @DropboxSupport, Facebook at facebook.com/Dropbox, or on our Official Online Community https://www.dropboxforum.com, for a closer look.\n\nThanks!', 'modified': '2024-01-26T11:15:27Z'}",,,en,us
App Store,fcb04d31-2e11-45ca-8d70-6dcb0a97565d,2018-05-26 06:06:18,"It really is. I can save from my phone and find it from my laptop.

In this day and age we shouldn’t be storing on our devices that is so last century ;-) Why have your smartphone or laptop die or get stolen or lost to find you’ve list all your important pictures and documents. Often our devices groan under the weight of all the storage they need to manage !

Dropbox it. Automatic camera upload, scanning and saving documents and decent storage at reasonable prices. You can make some documents available offline too which is helpful for guides, maps & timetables.

It’s almost perfect, a little more whizz and more intuitive controls and settings would make this a standout market leader !",4,FizzyWhizzyPapa,Always there for me....,,,,en,us
App Store,564f3da2-323c-41f1-a68f-d7d4d755a1bf,2022-04-13 02:45:58,"My work companion for years now even before offering me 2 extra gigs for free 😀Growing better and better. Simple, handy, easy handling - the offline selection particularly precious. Sharing from Desktop to other devices i use at work saved my life and the life of others (shared folder). THANK YOU!",5,4evermusiclover,The companion you need,,,,en,us
