source,review_id,user_name,review_description,rating,thumbs_up,review_version,review_date,developer_response,developer_response_date,language_code,country_code
Google Play,0e066cee-743a-4243-8c43-35f118660828,Jodi Soltis,❤️❤️❤️❤️ The unlimited storage!,4,0,2.14.0.622.0-aosp-902065211g,2024-05-16 19:25:11,,,en,us
Google Play,25c1ae54-aa39-43d2-81eb-cee76b0dd3c4,Brian Hall,Great place to store photos,5,1,2.18.0.486.0-aosp-902085801g,2024-05-16 19:04:03,,,en,us
Google Play,db87658b-e775-490b-b466-221f90c001b9,Stephanie Votrain,Absolutely easy to use and I know my photos are backed up,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 18:17:22,,,en,us
Google Play,e7e186f1-2057-4f99-9757-ecf486066ab3,Kayla Harper,You can choose which albums automatically upload!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 17:46:20,,,en,us
Google Play,0979c9fe-3203-41b3-baba-b2b8d8abcfdf,Dan K.,Great!,4,0,2.16.0.574.0-aosp-902077651g,2024-05-16 17:36:22,,,en,us
Google Play,73f68d42-040e-4463-b979-e5c581e8b4e6,Virginia Sunshine,ty. Very nice 🙂,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 17:00:02,,,en,us
Google Play,6424c386-c547-4e5a-8997-ae79cb7389bc,todd ollendorff,ROTTEN -- Rip-off. Prints are worse than any I have ever seen. They do not offer refunds even if it is their fault - only store credit so that you can get their ******.,1,0,2.18.0.486.0-aosp-902085801g,2024-05-16 16:43:24,,,en,us
Google Play,8d0d237b-47fe-43dd-aeec-44500f934abe,Renée Grenier,Very categorized and helpful,4,0,2.18.0.486.0-aosp-902085801g,2024-05-16 16:10:24,,,en,us
Google Play,2da8fffb-cd6c-46c1-997d-7471532e9d9c,Zack Stanley,Works great!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 16:08:28,,,en,us
Google Play,55d28a48-f985-46c6-a16a-4724affc1773,Ric Jenkins,"Not used app yet. Advert brags a out ""unlimited storage"" etc. In setting up the app it has already come up with ""memory full"". How disappointing after all the hype!",1,0,2.18.0.486.0-aosp-902085801g,2024-05-16 12:02:56,,,en,us
Google Play,6133cd87-d6d9-4bb8-94b2-48d246cf178f,Diana Garcia,Great,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 10:27:15,,,en,us
Google Play,a528db81-ff4d-4e1f-abef-ccc25e15f2cc,SIAV ibiza,"Love it, and highly recommand it",5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 08:18:46,,,en,us
Google Play,17b3fc8a-5743-4e1d-90ab-b1855f60eb26,Festival Tim,Lots of photo storage!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 06:13:58,,,en,us
Google Play,c2a93a54-cbbb-4802-9912-f459cdfb19d0,Jack Malone,Love using this app to keep my memories safe,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 05:56:41,,,en,us
Google Play,7a02f178-a649-4bfe-8cc4-3424996ebe71,Stephen Fox,It like it's designed for dumb people. Lol,4,0,2.18.0.486.0-aosp-902085801g,2024-05-16 05:36:07,,,en,us
Google Play,25a4eaaa-3e99-40e5-829d-f53fcebe5c2f,David Blais,Ok with the speed of uploading to my phone.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 04:39:34,,,en,us
Google Play,e83a732f-710a-45d6-886d-57b73839bd4e,Aimee,Awesome app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 04:29:27,,,en,us
Google Play,9133a2f0-fd3e-4bd5-8383-4ab987f82cf3,Anh Virden,Love it and so convenient. Thank you Amazon 😊,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 04:19:40,,,en,us
Google Play,6fc9794b-b039-4bdd-b558-1268b8e337db,Donna Jones,Awesome,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 03:59:19,,,en,us
Google Play,4cff4d37-551e-448b-84f8-a14ae7d0794d,Belinda Marasco,I love that it stores all of my pictures,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 03:12:53,,,en,us
Google Play,0285f9b1-53c0-495b-90b3-05a8a4bf92c0,William Lumm,Excellent,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 02:31:32,,,en,us
Google Play,e1042a9b-d6a3-4156-adf3-2041eb037ce0,Bruce Doghan,Intuitively designed,4,0,2.18.0.486.0-aosp-902085801g,2024-05-16 02:29:37,,,en,us
Google Play,52f5b431-1ca5-4513-a673-f7b444a7bd37,Margaret Mayton,Fun fun fun ! ❤️ it,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 02:18:17,,,en,us
Google Play,56306323-b710-4f29-b906-02cf344dad6e,Madison Full,easy to use,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 01:34:22,,,en,us
Google Play,68604e3e-8175-4b3d-b1aa-330f7f4fce7f,Kathleen Litke,Like the app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 01:00:21,,,en,us
Google Play,13e761ec-3612-4190-a659-09b5a5a6aad9,Quentine Holley,Able to download alot of memories. Great app!!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 00:28:36,,,en,us
Google Play,b6fce0b0-fbf7-4131-9c96-3fde23d0d0a6,Rebecca Brown,I wish it wouldn't pop up at inconvenient times,4,0,2.18.0.486.0-aosp-902085801g,2024-05-16 00:21:01,,,en,us
Google Play,375c1bff-0bba-4e2f-b18d-e7a459954c26,Gisela Jara,Love it! Easy and practical!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-16 00:02:14,,,en,us
Google Play,1fd0e6c2-d21f-421b-822f-bc256510f296,Tammy Fuller,"I just would like to be able to choose what gets uploaded, and be able to delete photos without a 90 day option.",4,0,2.18.0.486.0-aosp-902085801g,2024-05-15 23:49:23,,,en,us
Google Play,ffad786b-bed9-4325-87d8-1172726bfa0d,Joseph N,"Easy app to use. I can honestly say this is the safest app to keep all your Photos in . In the past My phone has been stolen, my google account highjacked, but not my Amazon Photos ! Very happy that I have been using this app now for almost 8 years.",5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 23:42:08,,,en,us
Google Play,32893624-b94f-40c8-b34f-d240450ee641,Steve O'Connell,Easy to use and organise,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 23:35:59,,,en,us
Google Play,e704fb89-1e76-4b0d-9f97-8afb7dd08956,Danny,"Amazon Photos' primary benefit is its free unlimited photo storage for Prime members. The application/interface as a whole is OK, but there are some areas for improvement. -1 star for not automatically sorting images into the album names they were uploaded from. -1 star for taking away the feature that allowed users to delete photos from the cloud and local storage simultaneously. Please, please bring it back.",3,1,2.18.0.486.0-aosp-902085801g,2024-05-15 23:26:39,,,en,us
Google Play,bcf62b49-fcfb-45e2-9cb7-1d40a0faa60a,Ronald V Odoski,Love Everything Amazon Does.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 23:25:55,,,en,us
Google Play,967ee74f-631a-45d2-8991-a67cb9944d30,Charlie Goes,So far so good,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 23:12:53,,,en,us
Google Play,5089ce8b-ad4b-4cef-a30f-4696a036394e,lydia kodjo,I's very good to keep your pictures and to shop,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 22:17:39,,,en,us
Google Play,12aa4357-8cb9-4a13-911f-3384ca399735,Sharon Hanes,"Love having a place to store my photos rather, than in an old shoe box under my bed!",5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 22:12:57,,,en,us
Google Play,45b370d3-f8bc-4f35-b2cc-9ecdd76fe7c0,Joshua Rothman,Amazing love ❤️ it,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 21:39:37,,,en,us
Google Play,d4f02806-ea25-4b2e-81cf-4c681345716f,Billy Porter,Good but says I've got 2.8 of 5gb free for video but stating its full ?,4,0,2.18.0.486.0-aosp-902085801g,2024-05-15 21:38:45,,,en,us
Google Play,5662a100-87cd-46e9-95fd-be83434d8a6a,Leslie Dingess,Works great,5,0,,2024-05-15 21:34:36,,,en,us
Google Play,b8fd7e25-a018-41d4-867e-0d399270349c,Michelle R,Please add Object Eraser... then 5 stars!,4,0,2.18.0.486.0-aosp-902085801g,2024-05-15 21:27:39,,,en,us
Google Play,f8c9215d-5497-473d-95cf-3f96296d1328,M C Hudson,Great 👍,5,0,2.18.0.486.0-aosp-902085800g,2024-05-15 21:16:11,,,en,us
Google Play,51b00922-af37-4c06-86a8-d4edd03c18db,John Ward,I like it. Seems to work alright.,5,0,2.18.0.486.0-aosp-902085800g,2024-05-15 20:52:21,,,en,us
Google Play,ff9831fa-2bb6-43f8-a325-81e36368891d,Heidi Netteler,I love being able to delete my photos from my phone to free up space and still be able to find everything I snapped on Amazon Photos,5,0,2.18.0.486.0-aosp-902085800g,2024-05-15 20:38:07,,,en,us
Google Play,2dac18ad-9bd8-43b0-87a6-a494547831bb,Cheryl Knight,I would not change a thing from what I have used. I think it's great,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 20:22:57,,,en,us
Google Play,8312e66a-585f-4651-b5ac-21001652ddb3,Jackie M.,I love how this app shows me pics from that day years back. What a great keep sake it is.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 19:53:30,,,en,us
Google Play,47439344-16f6-4705-b4ee-0e1e03613f6a,debbie sempter,Great app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 18:41:44,,,en,us
Google Play,eda8b191-1881-496f-9332-101434cb6f9b,Natalie Sedlacek,Good service,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 18:04:50,,,en,us
Google Play,417544ba-c04f-4704-b60b-5a093ea49e0d,Simon,Does a good job,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 17:30:06,,,en,us
Google Play,1c9ca8cf-ffe1-40b7-aaf0-446f246afcfa,Mick Dumelow,Easy to use,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 17:05:11,,,en,us
Google Play,1506c371-927f-4cb2-bc17-3dd6012c0d4f,Julie Engle,Excellent quality,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 16:27:01,,,en,us
Google Play,f2f95a15-92aa-479d-9dc4-497974baef01,Pam Jentges,Easy-to-use,5,0,2.11.0.357.0-aosp-902051651g,2024-05-15 16:03:17,,,en,us
Google Play,ab2a9776-934d-4f68-a8b3-ae97201fa81f,Roy Aldworth,Love it,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 15:46:11,,,en,us
Google Play,e40996ec-43bc-4388-ba58-2a3148f771ce,David O,Need help clearings memory for photos,3,0,2.12.0.640.0-aosp-902055531g,2024-05-15 14:55:39,,,en,us
Google Play,1d4395eb-2925-4dea-abcc-76f79d577bfb,Nicole Wanamaker,So easy to set and forget,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 14:51:24,,,en,us
Google Play,f2cc35d5-92c8-475e-8f31-7e8d83286072,Graham Davis,Good,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 14:29:34,,,en,us
Google Play,fd2e66bd-7c92-4c84-8a12-ce9be0152577,david jellison,Easy to use,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 13:44:27,,,en,us
Google Play,2ca4831a-78f8-480f-8529-e46cf4a8e5b6,Peter Ladaniwskyj,Excellent 👍,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 11:05:48,,,en,us
Google Play,076e738c-1f37-4f5d-ab65-ed97fcf861f4,Sheila Birchfield,Easy to use,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 08:30:03,,,en,us
Google Play,84308f15-af7c-4ef9-bb84-4121456beb9a,Jeanie Knipper,Not really used yet,4,0,2.18.0.486.0-aosp-902085801g,2024-05-15 07:43:38,,,en,us
Google Play,a4c0293f-dd02-43f2-a1b5-a58ac7b0f177,SilverFox 55,The best most easiest backup I have ever experienced! Thanks Amazon for making my memories matter!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 07:12:05,,,en,us
Google Play,f8cea95e-d05e-4ceb-9f31-9347cd06ec1b,Missy Cadarette,Very good,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 06:59:23,,,en,us
Google Play,95eea88c-bb84-423c-9ef0-ab5d3200674d,N.M.Q. Herron-Ackerson,Very easy to use!!!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 05:58:28,,,en,us
Google Play,0d6b0761-3019-43d1-90dc-a8bd10bf68aa,Joan Perkins,Love it!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 05:26:20,,,en,us
Google Play,950f47f4-e267-4518-a7e6-6648dcdd655f,Ruth David,Super easy to upload photos!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 04:46:56,,,en,us
Google Play,7cb26553-14a5-40a0-9c54-724a2794aa33,jamie hiott,Love how the pics are organized by day!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 04:42:56,,,en,us
Google Play,e3c6d713-9c93-4d88-be40-75ebfdf3415a,Brooke,not user friendly. some of my photos won't show up after being uploaded even if I upload manually.,1,0,2.18.0.486.0-aosp-902085801g,2024-05-15 04:37:01,,,en,us
Google Play,7a2fa1f7-b537-47af-b530-67844fa3d7b7,G. Clayton H.,Easy to use...,5,0,,2024-05-15 04:36:32,,,en,us
Google Play,e8f6f1e9-9595-48d9-b9bf-c1e649f1ee5a,Samantha Wheeler,Absolutely love the unlimited photo storage but I wish the video storage was more and 5g,4,0,2.18.0.486.0-aosp-902085801g,2024-05-15 03:59:59,,,en,us
Google Play,db108021-65e9-4b3c-b11e-b52b6873c48d,christina Cansler,Super easy and convenient! Thanks to Amazon photos I will not have to purchase extra space on my phone which saves me money!! 🌟 🌟 🌟 🌟 🌟!!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 03:57:36,,,en,us
Google Play,af2a4793-f225-4052-9521-339f24589ec6,Sue Harris,I just like it!!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 03:41:13,,,en,us
Google Play,918807d0-175c-4528-b0fb-b7b6f34dbebf,Lovely “Heathen” Heathen,Easy to use an set up folders like any other photo app can choose favorites,4,0,2.18.0.486.0-aosp-902085801g,2024-05-15 03:16:07,,,en,us
Google Play,baa79af6-4e0f-4ab8-af13-baec696f87e5,Kepa Totorica,"Worse than Google photos. But with free photos for prime members, it is pretty sweet",5,0,2.17.1.1.0-aosp-902084621g,2024-05-15 02:26:55,,,en,us
Google Play,72c0e4a5-870c-49e1-a70b-a8dc180c84b6,Rob Fleming,Love the ease of use and would highly recommend.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 01:52:49,,,en,us
Google Play,f1223ece-230d-42d2-be1c-c008b4d56072,Natalie Carroll,"Update: I finally learned this app just needs 2b opened 1x daily for continuous unlimited photo uploads but video storage cost extra 🤑 over 5gig allowed for Prime Members. My Android, Moto 5G 📱 works great actually since this was merely pilot error 🫣🤣😂🤣👍, ty -Natalie an Amazon Prime Member.",5,17,2.18.0.486.0-aosp-902085801g,2024-05-15 01:44:21,,,en,us
Google Play,dd442164-9f19-4e14-959a-5804c1d49fdd,cheryl carroll,I use this all the time to have pictures for a school,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 01:36:45,,,en,us
Google Play,fb187a6b-df23-45e3-bd8e-9c62a6eac8d0,susan escobedo,I've used this app since my daughter shared it with me yrs ago. Absolutely a best idea,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 01:11:22,,,en,us
Google Play,20ed41d6-a519-46d1-a978-68200053d5e9,Paula Wright,Like the organization and the memory pop-ups.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 00:51:28,,,en,us
Google Play,ca841fc8-5b3f-4296-95d5-50e29f4508e1,Erica Coles,Love the daily memories that pop up.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-15 00:24:03,,,en,us
Google Play,569ce4e1-e575-46ea-97a2-d7b73d1e8de0,Robert Banach,"Fair app... Needs better way to put in folders and then better way to search... But, as a backup to your photo backup, this one works ok...",3,0,2.18.0.486.0-aosp-902085801g,2024-05-15 00:10:57,,,en,us
Google Play,c1b63a60-479e-4db0-b81c-c47791d4337b,Fiona May,Love getting the reminders,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 23:52:33,,,en,us
Google Play,7027dc43-3410-4225-8aa3-d05c5879b05e,Valerie Ekholm,Love it!,5,0,2.18.0.486.0-aosp-902085800g,2024-05-14 23:50:46,,,en,us
Google Play,a619f6ca-9fc5-4f16-9377-17fc0e70ec73,Aden Wertz,it's great for backing up photos,4,0,2.18.0.486.0-aosp-902085801g,2024-05-14 23:19:36,,,en,us
Google Play,05f28b39-1f6a-4a4c-930c-3d552cc0c76d,IshPal the Retro Gamer,"This Amazon Photos app is a good app to my photos, and I made my own albums. Such as the nostalgia album, the vacation album, and other albums. Thank you Amazon!",5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 23:18:32,,,en,us
Google Play,9e3e8c00-0159-4344-b0b9-9fcf2b7327c6,Julie Butler,So far so good,4,0,2.18.0.486.0-aosp-902085801g,2024-05-14 22:28:17,,,en,us
Google Play,96a3cbe2-b775-40f7-ae3f-e34620971b69,Harry Houghtaling,Good app for quick modifications of photos.,4,0,2.18.0.486.0-aosp-902085801g,2024-05-14 22:20:08,,,en,us
Google Play,c4032d8b-1bb3-40aa-a434-ed4c8d0a4086,Leslie Perry,Great app.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 22:20:03,,,en,us
