user_name,review_description,rating,review_date
Pikey Berbil,"Not viable alternative to Google photos unfortunately. Amazon photos is not easy to navigate
            or understand set up because app is slow , clunky, and freezes . Unresponsive selection & button
            pressing , so unable to set up albums or face recognition. I was hoping to have gallery organization that
            removes photos or marks photo that i have sorted. hate going through thousands of photos not knowing what
            was already sorted or not sorted. With Amazon Photos even scrolling is slower that drying paint.",1,"April 9, 2024"
Chelsea Niemann-Anschutz,"Going downhill fast. Contacted them many times trying to fix issues with tagging errors. All
            my kids are auto tagged as the same kid, and was told to individually manually fix 1000s of photos. They
            still advertise free photo print delivery but it's actually $3.50 shipping now. No more ordering prints from
            the app, but instead get redirected to a basic website with an awful cropping feature, using a 3rd party
            company. Transfering uploads will be awful, but hate that memories are committed here.",1,"April 21, 2024"
Craig Seman,"Best Way to Save Photos and Videos. Everyone has an Amazon prime account, this app gives you
            free photo storage with one. That's incredible. I decided to pay for the video storage and it's all so
            seamless and easy. You can share very quickly and I have had no issues. It's also nice to pull up the pics
            on the computer so fast and easy.",5,"April 10, 2024"
Clinton Wheeler,"Unlimited storage as a perk! Awesome! I think this app will improve over time and include
            more features and little tweaks based on user feedback and so far I like it and use it. So far this app has
            no downside. I wish I could pay to host my videos and then I wouldn't need any other subscriptions!!! Are
            you listening Amazon? Hint hint.... My family uses iCloud so they are locked in but I have options.",4,"April 2, 2024"
Princess XXXNoneya,"Amazon Photos would be great but my prime benefits somehow was having issues with someone
            hacking me and when I stopped having prime apparently my Amazon photos were all deleted. Before everything
            would synch with previous emails I'd have so I figured my photos which I saved on there would be there. -one
            good thing is Amazon Photos uploads and saves all photos and doesn't delete to save space",1,"April 28, 2024"
Sudip Hore,"Good, but lots of opportunity to improve. Would really like some more sorting options in
            albums, for example to sort by latest first, otherwise, have to scroll all the way down. Also, Google like
            lens feature would be really helpful, otherwise, often I am still relying on Google photos for photos I
            take. Still missing some of these features. Also, using Google lens like feature to identify birds would be
            very helpful.",4,"February 21, 2024"
Kyle Hoen,"App works well to upload photos from phone, but after that, is not helpful. I have 50+
            albums that can't be sorted by name and appear in random order with names partially hidden. So it is time
            consuming, if not useless, to show photos to other people. Text search feature needs to use deep search;
            otherwise you have to know the first name of the album. The tools to edit albums and other cleanup is also
            very limited. Much better to do on the computer.",2,"December 18, 2023"
Mark Simmons,"This app does what it wants. Set it to upload whatever folders you choose but the minute you
            go back to your photos, it unchecks the folders you checked. It will do this over and over. I can go to my
            desktop where I have to download photos from Google to the computer, then upload them to Amazon. Many extra
            steps and as a bonus, it turns them sideways so I have to edit them one at a time to turn them back to
            normal. This app just randomly chooses what it will upload and there is no way to fix it.",1,"January 20, 2024"
family the,"Not perfect, but gets the job done. it would be nice to be able to select multiple photos
            while holding down your finger(and the screen scrolls)..... like competitors. It does have some photo
            editing features built in. I like the upload capabilities. Overall, a good app, but when you need certain
            features it can be a pain to use.",3,"February 5, 2024"
Randal “Randy” Hoover,"Pros (5 stars): It's great if you need a place to store photos. Unlimited photo storage.
            Cons (0 stars): Searching for a photo is about as easy and helpful as dumping a shoebox full of loose photos
            on the floor and searching one by one for the photo you're looking for. Despite setting the app to
            automatically upload photos, it rarely happens unless I open the app to double check. Unlimited photo
            storage for Prime members only. No longer offers unlimited video storage to Prime members.",2,"January 3, 2024"
Mike Brubaker,"just a bad app. not easy to use, not intuitive, bad interface, can't find settings, can't
            stop it from uploading if I want it to stop, all kinds of stupid stuff. it took me forever to delete the
            app. can only delete the photos one at a time. even after I eventually deleted them all, they're still on
            the server for 90 days even though I don't want them there. I am actually paying money to use Google One
            rather than to use this for free. just isn't set up well, and doesn't work well.",1,"January 11, 2024"
Thomas Featsent,"It's fantastic. I'm hoping they continue to make it better. It makes you feel good about
            being a prime member and having these benefits. It has its positives and negatives. Nothing that probably
            won't get better with time. Currently, my Amazon drive is locked, and they can't seem to unlock it after
            multiple attempts. Been five months that it's been locked. It's terrible we don't have access to our photos.
        ",5,"December 25, 2023"
Some Glan,"Can't give it zero stars, so I guess one star goes for photo dumpster backup functionality.
            There is no way to organize your photos. Imagine you uploaded few hundreds or thousands of photos and
            managed to create some albums. There is no folder structure, there is no albums inside albums, there is no
            tags. If you ever need to get your photos back - you will be able to get a huge pile in one folder. Good
            luck organizing it again :-( Totally useless as photo storage.",1,"January 31, 2024"
A Google user,"I am not at all happy with the Amazon adds insert themselves atop Google (or other media)
            news items which I am trying t8o read ...they generally have a tiny little closure X in the upper right hand
            corner which I invariably miss and get whisked off as a captive into the damned Amazn App! I spend enough
            time in it already without having to be captured and dragged into it against my will!",5,"February 24, 2024"
Don Kaufman,"The unlimited storage is great, but I would store a lot less if the use case for scrolling
            through pictures and removing them was easier! I might even use the app on my TV if I was able to clean up
            the pictures easier! Of course the screensaver goes blank after 5 minutes! I love Google's products on the
            TV and for photo management.",1,"March 1, 2024"
Lei Blackbear,"Amazon photos is awesome. Easy to use and Gramma friendly. Photos are kept neatly and very
            well organized. Dates, albums, and video making are pluses. Best photo app!! Google photos is so childishly
            jealous!! They make every effort to prevent us from using Amazon photos. Google's behavior only makes us
            want to delete Google photos especially because of their rude childishness and inability to meet and exceed
            our needs and much more.",5,"March 8, 2024"
Jennie Mattila,"The picture cloud has kept photos from every device it was downloaded onto. It is a seemless
            automatic process that I never have to think about. I can then have the pictures be my screen savers on my
            TV or on my mobile devices. I would have lost so many older pictures if not for this, even though I do also
            have a Google Pictures account. This one pre-dates it. And EVERY picture is in it... automatically!",5,"February 17, 2024"
Angie Woodson,"kind of tricky to figure out how to purchase photos. I keep trying to crop a photo so I can
            have it printed, and every time it saves it disappears. or it goes somewhere unknown that I can't find,
            which is essentially the same thing. I downloaded this app so I could edit and purchase photos, and after
            multiple attempts it doesn't work at all. maybe I'm doing something wrong but it really shouldn't be so
            difficult to figure out.",1,"February 6, 2024"
A Google user,"Very easy to use! Great for backing up your favorite photos! Update: Still using, still
            easy!! I use Google Photos, as well. The good thing about Amazon Photos is that it doesn't delete from your
            phone when you delete a photo . I could never figure out how to make Google NOT do it. Also, it saves in the
            same quality!",5,"February 14, 2024"
Dane Miller,"It does exactly what I need it to do: show slideshows of my photos on an Echo Show. It would
            be nice if Alexa's voice commands could add photos to specific albums when you see a photo you want to
            organize. As it is, I have to say ""favorite this photo"" and then later I open the app to use my favorites
            list as a to-do list, organizing the flagged photos more specifically.",4,"February 9, 2024"
Danielle Garrison,"Amazon is always making life a little bit easier one app at a time!! Thank for a great place
            to safely keep all my precious memories and for making it easy for people of all ages to either just keep
            all those hundreds of pictures ""organized"" or even if you're trying to get a little creative, it all in one
            spot. I would definitely recommend Amazon Photos!",5,"February 21, 2024"
Theee Chosen One,"Half baked, seemingly unsupported app. 5* on the unlimited photos for Prime Members. 1* on
            functionality. This app is ONLY good for viewing a photo dump from your phone. But anything related to
            Android photo folder management usage or syncs is non-existent. For a techie like me, even navigating this
            app is confusing! The PC app is where you can get more things done, and what this Android app should be
            ambitioning for (or Microsoft's OneDrive app for that matter).",1,"December 22, 2023"
George Gonzalez,"I started using it after being enticed by free Amazon credit, but surprisingly I think I
            prefer it over Google Photos. It isn't quick to immediately start backing up every phot which is a pro in my
            opinion since I end up screenshotting or downloading images quickly then deleting them. I can delete photos
            off Amazon Photos without it trying to delete the one on my phone like with Google Photos. Last but not
            least it's pretty convenient since I already am paying for Amazon Prime.",5,"January 28, 2024"
D M,"👎 It's pretty lame actually. once you hide certain pics, it's very difficult to get back to
            that folder. (the only way I found how to do that was to go into Amazon photos through the browser, which
            has a different layout.) I'd give it zero stars, but it automatically uploads the photos I take with my
            phone. other than that, it's useless.",1,"December 6, 2023"
Colton Plaster,"This app is very easy to use. You can make photo albums, you can even print pictures off.
            There are multiple different choices. In different ways to have your photos printed. You can have Amazon,
            print them for you. And they will ship them to your house however it is not free This app has so many
            different choices. N l allows you to look at all your pictures I highly recommend it",5,"March 5, 2024"
Rayne,"Amazon photos may not be the first to allow users to store photos from their phone to the
            cloud. But I don't know of a single other app that offers FREE UNLIMITED storage for pictures, and 5 GB of
            storage space for videos. Thank you, Amazon. You guys always manage to outdo and surprise me with each new
            app or feature you release!",5,"February 21, 2024"
Lee,"I like how it nicely it subdivides sections one from another and/or allows you to do the
            same. I like the vault too. Everyone deserves to be able to keep a secret or two when it comes to pictures
            you deem private, naughty, sexy, and/or joyous, sacred, personal, or for your businesses and thereby should
            be in a vault of their own. Also, it's very handy how Amazon Photos picks up the photos from your camera and
            your phone's Gallery app so that you can access them on various devices. Very useful.",5,"January 31, 2024"
Noah Keith,"Something changed and now I get constant notification that Videos are not being uploaded
            because I don't have anymore video storage available. I know that and I don't care! That stupid notification
            keeps coming and can't dismiss it. Shut off all notifications completely and now no more Daily Memory
            notifications and I actually liked those, sad to miss these but can't stand the constant Video Storage Full
            notification. Fix that Amazon, c'mon!",1,"February 26, 2024"
Kat H,"Currently draining battery on Android to point I had to put it to sleep, which negates the
            entire point of automatic backup. Which, btw, is hit or miss without ever alerting you if it stopped so you
            delete photos off phone that are now gone forever. Can't find anything, like the Kodak shoeboxes of old film
            prints in my basement. Zero thought to innovative ways to upload and store. Truly godawful UI (I have a
            masters in human factors engineering, this looks like a grade school project)",2,"January 8, 2024"
skin art,"I wish it has a feature to set not to upload any videos, and bulk delete all videos. I did
            order a test print, and the quality was above what I expected. I do wish the interface had a function to
            scale down the formate, so I could print square images in the middle of the format instead of cropping a
            square image to fit. Thanks,",4,"February 26, 2024"
Wbees,"We very much appreciate how easy the application is to use. Prime members get free storage
            and simple reminders that grant quck access into the app!!! I can't express enough how Extremely easy this
            software is to use. Thank you, I highly recommend it... We have my our first set of photos processing. I
            will let y'all know what the quality is once we receive them.",4,"January 8, 2024"
Sean Quinn,"Warning! This app makes ALL your photos and videos available to anyone who has access to
            your Amazon account, AND (more importantly) if you have an Alexa Show, it indiscriminately starts showing
            them on there. I gave one to my parents so they could talk to my kids and suddenly ALL of my pictures are
            randomly showing. Amazon also makes it extremely difficult to delete the photos all at once. I'm furious.
        ",1,"February 6, 2024"
Bert Therrien,"Great alternative to Google Photo App, or an addition to it. I use Amazon, Google, Asurion,
            Terabox, and Gallery for all my photos. This way I can determine which one has more of my actual photos, if
            not all of them, going back several years. The only problem with Amazon Photos, and Google Photos, is they
            limit the Video storage.",5,"February 8, 2024"
Patricia Crookshank,"I take pictures of things that I don't want in Amazon photos, so have to go through to
            delete. Unfortunately it takes 90 days for them to be deleted. I placed many of my photos in the vault so
            they wouldn't be available to upload, but must have missed a lot of them! Other than that, I love seeing my
            photos on my Amazon Echo. I enjoy the many memories.",3,"December 31, 2023"
Ted Williams,"The app finally updated to the new UI. It is horrible and I've put it off as long as I
            could. I've been all over and can't even find how to upload new photos I've taken. This was a great app and
            easy to use and share photos. Now I don't know what I'm going to do. Maybe they want people to stop using
            Amazon Photos because it's costing them too much server money to keep up with now? I'm definitely going to
            be looking for alternatives now and disappointed a feature I pay for with Prime is a dud!",1,"January 18, 2024"
William David,"I take lots of photos and when I go through them. I tend to delete about 50% of them.
            However I sometimes tend to wish I didn't delete some of them. Luckily for me my photos are always a click
            away. In the Amazon Photos app. It's so amazing that they literally have every picture that I have ever
            taken even some that I thought were lost forever. Absolutely one of the greatest photo app I have ever used
            I will continue to use everyday. Thanks Amazon your definitely keeping me and I'm keeping you.",5,"December 26, 2023"
Kimberly Graves,"This tht. app to when you are decorating your home. I can take a picture from Amazon Photos
            app and put in a Paint app. Because it shows the colors perfectly You have to remember to go to SETTINGS:
            -Display Comfort shield: TURN OFF!!! (this puts a amber color over the screen). -Now I've used two apps
            (amazon photos and the paint app, exp. Bher. Lowes or Home Depot have their own. Add your picture and start
            picking out different colors Have fun with all your rooms!!!",5,"December 31, 2023"
Michael Jackson,"Amazon Photos Saved My Life (the many parts that were captured in various snapshots)! The
            automatic folders created helps to keep organizing easy, plus if you need to create additional folders, then
            the world is your oyster. My ultimate fav is ordering dynamic prints of your photos. Familiar w/Google
            Photos? You'll recognize options like different canvas sizes, metal prints, etc. This beats Google Photos bc
            u can print onto clear glass-like acrylic, which is sturdy & aesthetic pleasing.",5,"January 26, 2024"
Jamie McClanahan,"Almost all photos are present and accounted for. However, there is almost no instruction on
            how to use the app and downloading the photos onto a device you are using has again. No instruction and is
            painfully cumbersome. But the quality of picturs is great and I appreciate having it included in my
            subscription",3,"January 5, 2024"
Valerie Lamson,"Updated review from 5 stars to 1. I'd give it a negative 10 if I could. Be careful as their
            3rd party services can copyright your own photos. I deleted the app because of this. They're my photos and
            no one but myself can copyright them. I deleted the app immediately after I read that. Also there's no trash
            can to make sure your photos are deleted and it's not an easy app to use. You're better off using Google
            drive. It's free and much easier to use!!!!!",1,"April 24, 2024"
Steven Kielkucki,"This app only presents historic photos in portrait mode and is unable to adjust to
            landscape. So anytime you take a picture and you try to turn it to its proper format, it fails and returns
            you to a starting point. I'm certain that others have mentioned this over the last two years, but Amazon
            (and Mr. Bezos) don't care because they (he) have (has) locked you in and still gain income and personal
            info from the photos.",2,"November 25, 2023"
Charles Parent,"Amazon photo gives me peace of mind knowing that my photos are backed up. Not on my device
            which can be lost or a hard drive in my house which could be damaged and is vulnerable to fire. It's an
            insurance policy for my memories. My one complaint is the app keeps nagging me to backup folders that I do
            not want backed up such as GIPHY and Bitmoji even though these folders are not selected. Yes, if a new
            folder is discovered, please notify me. Don't notify me if it has been ignored before.",4,"November 24, 2023"
Zach Garner,"This app is an afterthought of an afterthought. Picture selection is a pain using the
            ridiculous tiny thumbnails. Mass deleting junk photos is a pain. Navigating the weird interface is a pain.
            And the one place I thought this would shine is digital picture frame integration, but no. Aside from
            backing every photo I ever take (that's a lot of junk I don't want) this app is just a pain to use and
            misses every opportunity to be useful by instead just being another dumb backup application.",2,"April 14, 2024"
José Fiúza,"Great for saving images, perhaps mainly because it's got no space limit. A few features are
            needed, though: no access to the recycle bin and no way to edit saved photos/images. Otherwise, working
            without a glitch. Will revise my review upon further improvements, if any. EDIT: Not all photos are
            automatically uploaded and some don't even show up when uploaded manually! 🙄",2,"May 10, 2024"
Lorne Higginson,"I'm knocking 2 stars off due to Frustrating user interface issues. The older version of the
            app was actually better. Uploads are turned off but I kept getting upload paused notifications. I had to
            turn all notifications off as it wasn't clear any notification setting was working. Functions are
            confusingly spread across buttons and a button drawer. When you pull the drawer up the buttons disappear.
            Uploading into albums could be more straight forward. Suggest that the Dev team take a UX course.",2,"April 13, 2024"
Bob Jones,"It's alright. Google photos have set a relatively high president, and it's such a shame that
            they're going to be charging for their service. The fact I can upload unlimited photos and not have to
            compromise on quality is very appealing. *** UPDATE Notification saying that ""32 videos could not be saved
            due to lack of storage"" is really annoying as it's happening daily. Show it once and allow me to dismiss the
            notification. I'm pretty sure this type of notification is against Googles policy.",1,"March 12, 2024"
Nicholas Lavictoire,"Having unlimited photo storage with a Prime is great, but the app's user interface could be
            easier to navigate and there doesn't seem to be any way to pause a photo backup. Why would I want to pause a
            backup? Well that brings me to this app's biggest flaw: when performing a backup, my entire home network's
            bandwidth is used and nobody can use the Internet until it is done, which takes a ridiculous amount of time
            (over 10 minute per photo.) Please allow us to pause backups or limit the bandwidth!",3,"April 8, 2024"
Shanna McNally,"Easier sorting would be nice. I moved to using this since the competition was too expensive,
            so I am not complaining (much,lol), but I do miss my folders. It is hard to organize the pets and my
            houseplant before and afters comparative to my previous photo storage. That said, as a shutterbug, it's nice
            to be able to store my memories and videos without worrying about not receiving my emails, so I will just
            get through.",4,"March 21, 2024"
Bento Pereira,"Very limited app. Frequently freezes. No auto rotate photos. Can't change photo date. The
            search tool is useless: I have several photos with barcodes in them, and when searching for ""barcode"" shows
            zero results. Google Photos has much much better AI search tool. Keeps imposing adding new folders to photo
            uploads, when I clearly have defined that I only want one folder to be uploaded. Once in a while other
            folders are being uploaded without my consent.",1,"May 3, 2024"
Büşra Bor,"Keeps sending notifications that videos cannot be saved due to lack of storage. I want to
            turn off the option to sync the videos but there's no option. Since I don't plan to buy extra space this
            notification is really annoying. I like the notifications about what happened in previous years today,
            therefore I don't want to turn off the notifications.",4,"April 28, 2024"
Bernd Bausch,"The folder I configured for automatic upload contains 75 pictures and videos. Only 2 photos
            and 2 videos are automatically uploaded, then according to the app ""no items waiting to be uploaded"". Manual
            upload requires selecting each item in a folder separately; no way to select all, which would be feasible
            with 75, but not hundreds of items. I have a Prime account, but get only 5GB instead of the expected
            unlimited storage. Very disappointing.",1,"May 1, 2024"
Meeten Ramji,"For all those reviewing recently and thinking the app is 'great'. You used to be able to
            upload photos by day, or just swipe to select the ones you want, which is now gone. You used to be able to
            click on a face and say who it was, which is now gone. You used to be able to upload your photos directly
            from your phone's photo app, which is now gone. The app looks better to the eye, but is pretty terrible now.
            I have around 200 photos to upload, and have to manually press on EACH ONE OF THEM...",1,"April 6, 2024"
Col Bourne,"It doesn't work. I can't view my photos. Every time I open the app it is buffering and I
            just have a blank screen. It takes forever to upload photos, a process which is instantaneous on Google
            photos. It's free as I'm a prime member, but just like prime video, it's not really a bonus as I'm not using
            it. Amazon sadly seems to be going off track a little at the moment.",1,"March 24, 2024"
Luke Hadfield,"Terrible app. Interface is horrendous, unable to navigate properly. There is no clear screen
            how to navigate. It has carried over my folders but not clearly shown how to go through these. It's a
            nightmare app but somewhere else to store my photos besides my hard drive. I can o ly assume the ratings are
            so high because they're paying bots or something.",1,"April 11, 2024"
Shauna Vasquez,"I had lots of videos and my Google account kept saying I ran out of room and couldn't edit
            or use any other Google apps until I made room in my storage. Amazon Photos allows unlimited photos in their
            plan for the same price as Google Photos that does not. For me that was a huge selling point since I have
            lots of videos of my grandchildren ❤️",5,"May 10, 2024"
Benjamin Snow,"Navigating the app and trying to sync photos to your fire stick can be a bit ambiguous. It
            hasn't been as easy as just selecting photos that you want to appear on your television. It tends to take
            other photos that have been synced from Google photos or your cell phone and include them (even if not
            selected).",3,"March 25, 2024"
Marlee Brinkman,"It's a good app overall and is nice to be able to store photos on the app and be able to
            access from any device. The downside is not being able to customize the order of photos in albums. Currently
            you can only organize by date or photo name",3,"May 5, 2024"
Joseph Portz,"Seems to work about half,i would be very reluctant to give up my photo on Google at this
            point. I have 1700 photos that won't up load so at this point this app is novelty at best.Even this review
            process is about half. You should be telling me if i can print,back up photos,and buy photos! Don't give up
            your Google storage... Normally prime is very impressive they jumped th gun on this one",1,"May 3, 2024"
An Le,"Horrible with the latest version of the app. All my pictures in my album dissappeared, and I
            cannot view them on my phone or PC using the app. I can still see them using the firestick on my TV. How do
            I retrieve these photos that dissappear from my Amazon photo account?",2,"May 5, 2024"
Stephanie Whitfield,"Love... Love... Love!!! Update: I'm taking away one star because I was notified that my
            videos are no longer being uploaded to my cloud due to a lack of video storage, yet I had a 1-2T storage
            that I'm now being told has expired. Really? How 🤔 and why. Yet, there is no additional information on how
            to secure more video storage space!!",4,"May 14, 2024"
Candyce Allsobrooks,"When I accidentally delete photos off my phone that I don't want deleted I know I can run
            here and recover them I accidentally formatted my SD card instead of USB drive and panicked for a second.
            Then I realized all my photos are automatically saved here!",5,"May 5, 2024"
Anne Bentz,"I would like the option to choose which photos I want to back up. I find it annoying that I
            have to repeatedly delete the same photos whereas other photos do not automatically go onto Amazon Photos.
        ",3,"May 11, 2024"
Axel Douchin,"Why when I use it I always feel it's done on purpose that there is no AI to improve
            automatically my pictures when most competition does it, ex Google photos? There are virtually no features
            on this app. I think Amazon just does not want it to be used on purpose.",2,"May 9, 2024"
Kang Chen,"Great for simple unlimited storage if you have Amazon prime. No idea how it is for non prime
            users though. Also, might want to read the user agreement carefully if you really care about privacy and
            stuff. Companies are trying different ways to train ai models you know...",5,"May 14, 2024"
Claude C.2020,"I was hesitant at first with signing up but it has definitely 😁 saved my mental health.
            Pictures are so powerful 😇 you never know how long someone has on this earth 🌎 memories priceless. Easy to
            make prints, canvas's and so much more!! Download it now see ☺️ for yourself 🌹2024 now it's still Great 😃
            app🐕",5,"May 6, 2024"
Christine Anderly,"Great but.. I don't like that it shows All the photos on my Alexa. I rather choose what I
            want to display. I have to go in and delete sensitive photos, I don't want running in a loop in my living
            room!",4,"May 5, 2024"
deb patterson,"Love the app and even pay the small extra fee due to the videos, I'd love to order pic's but
            some are long screenshots can I get the whole saved article? Trying to find the features of a car vs the one
            my Sister is forcing me too get, I realize that it's probably 2-3 photos all together just wanna know if it
            can be done? Also how do I get this app on a Windows laptop?",5,"May 6, 2024"
Alexis Cunigan,"This app was good and I ordered many pictures from here, but now when I try to order photos
            it tries to redirect me to amazon printing. After it redirects me it becomes extremely hard to order prints
            when with amazon photos it was extremely easy. Is there anyway you guys could fix this problem?",2,"May 4, 2024"
Dee Tree,"I like my photos in one spot. It groups your photos in separate folders The only thing that
            I don't understand is it will put a grey stripe over your older pictures so sometimes you aren't keeping old
            pictures. I had rated it at 5 but since I can't get old pictures I am bringing it down til 3",3,"May 14, 2024"
Ted B,"Been using Amazon photos for years was working very well. But today I tried signing in and
            it keeps saying something went wrong. After talking to customer service rep found out my account had been
            locked due to unauthorized attempted log in. After talking to five different Representatives over two days.
            I cannot get the account unlocked. They told me wait for an email from support. 7 Days later nothing. I
            called him back still unable to unlock my account. Again wait for an email from support",1,"May 12, 2024"
Joseph N,"Easy app to use. I can honestly say this is the safest app to keep all your Photos in . In
            the past My phone has been stolen, my google account highjacked, but not my Amazon Photos ! Very happy that
            I have been using this app now for almost 8 years.",5,"May 15, 2024"
MaryAnn Pomeroy,"I really love the unlimited photo storage. I had no clue what to do with the first 3.5 years
            of photos and videos of my daughters life on my old phone that hasn't been backed up anywhere after I
            switched service, and where I would be able to continue to upload without constantly increasing the monthly
            fee for storage, as I had been doing before. I do wish there was more room for videos since I can't upload
            all of the ones I have, but I will still give 5 stars for free unlimited photo storage!",5,"April 17, 2024"
Krystal Gibbons,"You will not believe how many photos I have! An amazon app has em all safely and securely
            has put all my photos in date order am I can just look at them whenever I want! Absolutely brilliant very
            easy to use, and when I take a picture it's automatically saved so I don't loose em brilliant brilliant
            brilliant thank you amazon!",5,"April 26, 2024"
Tracy Round,"It seems that it only uploaded part of my photos... I think it got all my most recent pics
            but then uploaded random ones from further back... I haven't figured out a way to force it to upload my
            entire library. I have over 13,000 photos/ videos in my Google account, but have to pay monthly for extra
            storage. I was hoping to stop using Google photos entirely and keep everything with Amazon. Any advice how
            to get everything transferred?",3,"March 31, 2024"
Christopher Cole,"As a Prime member I love this app because it saves all my photos in one place so I never
            have to worry about losing them. There has been a couple times I accidentally deleted photos from my phone
            but I was able to go straight to this app and get them back. I like being able to choose which folders to
            automatically save photos from. Also I like how it gives me the option to automatically save photos as soon
            as I take them with my phone. With this app I know my photos are forever safe.",5,"March 29, 2024"
Jay Thacker,"The recent update is terrible. Used to be able to select an entire day of photos with one
            click. Now you have to select photos one at a time. That is bad. Used to be able to delete photos from both
            my phone and the online storage. Now it does not seem to delete from the phone - only from online. That is
            super bad.",4,"April 24, 2024"
