user_name,review_description,rating,review_date
Charlotte Mwagbe,"Love this app. Everyone loves my tv slide show, including me! My sister wants it on her TV so she's next!",5,5/14/2024 7:48
Joseph Smith,Fun look back over the years of old photos.. update it's great to get some random pics from the past to look at,5,5/14/2024 7:44
Nicole Kotowski,It's a good app,5,5/14/2024 7:09
Jerry Benson,Ok,5,5/14/2024 6:49
Amber Holznagel,Love this app!!,5,5/14/2024 6:00
Charyl Engelman,Can't find photos,1,5/14/2024 5:46
Chuck / Margaret Campbell,Like it.,5,5/14/2024 5:31
Apu Oghenekevwe Anointed,Why is it difficult to upload photos now,5,5/14/2024 5:18
Keith Ikwoanimo,Easy and simple to navigate and use.,5,5/14/2024 4:53
Sergio Ortega,Awesome,5,5/14/2024 4:08
Derek Overton,Great app,5,5/14/2024 4:08
Gary Thompson,works great for me. nice to have on one secure site.,5,5/14/2024 4:04
Ray Collins,"Great for storing pics and videos, terrible for search....would be great if you could search metadata",4,5/14/2024 3:23
Truth is Subjective 2 Interpretation,Decently good app,4,5/14/2024 2:33
C Das,"Good app, annoying notification. There is no way to tell the app to stop asking me to turn on automatic upload. I have to disable all notifications in os ð?¤¦â?â??ï¸ð?¤¦â?â??ï¸ð?¤¦â?â??ï¸ð?¤¦â?â??ï¸ð?¤¦â?â??ï¸ð?¤¦â?â??ï¸",3,5/14/2024 2:12
Carol Webber,Great to order picts for projects but must plan ahead because of a movement disability. Takes time for home delivery.,5,5/14/2024 2:00
Pinocioprincess,Again very difficult for me as im not genius computer but learning well,1,5/14/2024 1:54
Suzanne Messmer,I love that this is a bonus prime member option. It works as good if not better then Google. Again Amazon comes out on top in my personal opinion.,5,5/14/2024 1:29
Annette Marshall,Nothing that l care to discuss,4,5/14/2024 1:05
D. Marshall,Good so far!,4,5/14/2024 0:16
Maureen Baumber,Great,5,5/13/2024 23:59
jane murray,I really like it because it's easy to use,5,5/13/2024 23:55
Clydene Maynard,Very satisfactory,5,5/13/2024 23:54
Clive Bellman,"Generally, good",5,5/13/2024 23:47
Steve â??Akheronâ?,"Easy to use, quick in the file transfers. Easy access to your stored files.",5,5/13/2024 23:39
Willie Taylor,Love it,5,5/13/2024 23:31
Brian Speck,An added bonus to my Prime subscription.,5,5/13/2024 23:16
cameron nemitz,Great app love that my prime comes with this,5,5/13/2024 23:01
mark ohly,Awesome app,5,5/13/2024 22:56
Deborah Hotovy,I feel confident that my photos will not be lost due to a phone problem.,5,5/13/2024 22:53
GiGi **,I happy I can clear storage for free,4,5/13/2024 22:29
Amanda,I love this app,5,5/13/2024 22:04
Tony Cummisky,I enjoy the 'On this day' function.,4,5/13/2024 21:39
Mizuho,"I would've given this app a 5 stars, but due to a problem that hasn't been fixed it seems that's not possible. In the previous versions of this app gifs were playable, now it's not, which is truly disappointing. I might revert back to one of the older versions of this app.",1,5/13/2024 21:18
TOTSNTOYZ,"Amazeballs "")",5,5/13/2024 20:41
Debra Shutty,Love seeing the past photos,5,5/13/2024 20:19
J. Jones,Just installed and it is easy to use.,5,5/13/2024 20:18
renee dieker,"Great for storage and sharing with others. I always use it for group pics, everyone can add to the album.",5,5/13/2024 20:13
Satbir Singh,Good,5,5/13/2024 19:10
Gookster,Superb,5,5/13/2024 18:21
Julian Wilkins,Good app save all my photos on it. Then use it to update my social media.,5,5/13/2024 18:19
Trevor Bell,just nice to see something that you forgot about 1,5,5/13/2024 18:16
barbara cilento,All of my most precious memories are saved in one place. This make looking back on them a pleasure.,5,5/13/2024 18:15
Sarah Chapman,Love memories â¤ï¸,5,5/13/2024 17:47
Cowboy John Parris,Very good,5,5/13/2024 16:53
Luciano Gianfriglia,Good,5,5/13/2024 16:38
Jessica Finney,Love this app! Unlimited photo storage. I just wish there was also unlimited video storage too!,5,5/13/2024 16:01
margaret bird,Great app for photos but not so good for video's and I can't find and option to upgrade and pay for more video storage.,3,5/13/2024 15:34
Neville Hunte,good,3,5/13/2024 14:47
Jackie Griffiths,It's great,5,5/13/2024 14:23
Rich Kinchenton,"Will load from phone, but will not load from OneDrive and Drive. Otherwise it is very good to use",4,5/13/2024 14:03
Jimmy Jovel,Best ever,4,5/13/2024 12:52
Leeann Ray,Easy to use,5,5/13/2024 11:08
Deloris Cherry,I was able to recover more pictures,5,5/13/2024 11:02
Gary Greene,So far so good I didn't even know I could do this it saves so much space on my phone,5,5/13/2024 10:41
Derrick Arceneaux,Awesome app,5,5/13/2024 9:39
Christophe Nguyen,About the photo it's incredible but for video I think 5GB is a little short,4,5/13/2024 9:21
Cesar Farias,Great app and program. I have saved so many pictures. Great unlimited photo storage and love the memories that show up daily.,5,5/13/2024 8:42
Jose Flores,"I like it, it's easy to use, you can put them into folders and break th down how ever you want if you want to download them it's easy too",5,5/13/2024 8:13
Lea Dawson,Very good ð??,5,5/13/2024 5:45
abdullah al azzawi,Great,5,5/13/2024 5:23
Saoirse Kennicott,"It backs up, but it's hard to navigate, the daily memories thing is really really annoying and I can't get it to go away, AND it's slow.",3,5/13/2024 5:21
Margaret Moore,We always love seeing the photos we cherish often!,5,5/13/2024 5:17
Sam Troia,Excellent,5,5/13/2024 5:06
Richard Barnes,Excellent app free storage,5,5/13/2024 4:16
Zach Brannan,Nice backup for unlimited with prime. Wish there was a bulk download option for utilizing to store elsewhere as well,4,5/13/2024 3:35
Joseph Andrew,Great to use,4,5/13/2024 2:58
Brian Ryder,Good,4,5/13/2024 2:57
Reuben B.,Excellent,5,5/13/2024 2:42
Amanda McCrary,Love it!,5,5/13/2024 2:26
Noah Teklu,I was hoping to buy more space but I can't find how to and my other account was blocked for no reason,1,5/13/2024 2:18
Christine Contreras,"I am very happy I downloaded Amazon Photos,. I lost a lot of my pictures from my old phone. When I opened the app to my surprise all my pictures I thought I lost were there. Thank you",5,5/13/2024 2:17
Ted B,Been using Amazon photos for years was working very well. But today I tried signing in and it keeps saying something went wrong. After talking to customer service rep found out my account had been locked due to unauthorized attempted log in. After talking to five different Representatives over two days. I cannot get the account unlocked. They told me wait for an email from support. 7 Days later nothing. I called him back still unable to unlock my account. Again wait for an email from support,1,5/12/2024 23:41
chris littlecott,Easy to use great app,5,5/12/2024 23:34
Julian Sormrude,I dont know how to order prints. there's no option to order pictures,1,5/12/2024 23:15
Laotunzi,Good as expected,5,5/12/2024 22:11
Grant James Paton (Grant),Very good always room for improvement ð??ð???,4,5/12/2024 21:56
Wayne Jones,Great app! 0 issues!!,5,5/12/2024 21:24
John Waltz,"Lots of full quality storage. Easy access, great backup. We'll see how long the fees with prime lasts.",5,5/12/2024 21:24
Hazel Rice,Excellent,5,5/12/2024 21:15
Janet Lewis,Really love seeing my photos grouped for me like this,5,5/12/2024 20:09
Angel Ginel,"Why say that it offers ""unlimited"" photo storage if the app is later gonna tell me it can't save any more of my photos because I've run out of storage space ð???",1,5/12/2024 20:06
Musiiwa Tshikovhi,GREAT APP,5,5/12/2024 19:57
Rose Yeager,Keeps closing down my WiFi,2,5/12/2024 19:20
Elaine Barnett,Good & free,5,5/12/2024 18:55
Brian Clark,Easy to use and basically does the work for you..,5,5/12/2024 18:35
Judith Welhouse,"A good photo storage app, with options to print on a variety of mediums.",5,5/12/2024 17:19
Georgia MacDonald,Provides extra storage freeing up space on my phone. Very friendly user interface and navigation is simple.,5,5/12/2024 16:48
Atif O,Horrible navigation. The app is just to complex. Doesn't provide any valuable suggestions like other photo apps. Navigation is way to complex to find anything.,1,5/12/2024 16:37
A Google user,Amazon is amazing ð??,5,5/12/2024 16:19
Karl.A. Grogan,Perfect,5,5/12/2024 15:55
Nisey Trigg,Brilliant app! Regularly updates showing lots of lovely memories!,5,5/12/2024 15:30
ronald laing,Brings back good memories,5,5/12/2024 14:46
Yvonne Shanahan,Painless,5,5/12/2024 14:42
Liz Ashman,Excellent place to store all my pictures ð??¸,5,5/12/2024 14:31
Doreen Broomfield,Great place to hold photos and memories,5,5/12/2024 12:09
Sara Im,Love this app,5,5/12/2024 11:02
Wassana Heiner (Buu),Good,5,5/12/2024 8:16
Ellen Treacy,Brilliant,5,5/12/2024 5:51
scooter k,Great,4,5/12/2024 4:38
Mandy H,Frustrating to use on my Android. It's not syncing with printing photos so I have to manually add them.,1,5/12/2024 4:14
Ahmad Pirani,"Very slow in uploading. Besides, why do you have to show all photos from the phone even when they are not uploaded or not in the camera album? Really silly animation for the delete confirm dialog. Then, there is a confirmation popup that appears right above the delete button.",1,5/12/2024 3:13
Judy Biggs,Love the storage for photo but there is not enough space for videos,5,5/12/2024 3:08
Richard Cekal,My photos downloaded as .jpg cannot be edited in Photoshop,3,5/12/2024 2:30
Rocking Squirrel,Update easily and can still share.,5,5/12/2024 1:52
Kara Bucher,"When I recently discovered that a flash drive, which had all my children's photos on it since the day they were born, was corrupted and I could no longer use it, I was relieved to find out that Amazon Photos uploads everything in the background. Now, my photos are safe, and I can finally print them all while still having secure digital copies.",5,5/12/2024 0:07
Montana D,Fantastic!,4,5/12/2024 0:06
Mike Timmis,Great to know all my pics are automatically saved,5,5/11/2024 23:45
Erik Braun,Best part of the app is I never have to think about it. It just does what its supposed to.,5,5/11/2024 23:28
Bob Andrew,Amazonazing â­,5,5/11/2024 22:28
Amanda Arnold,we found this on a fluke and downloaded all of our pics. its been great!! no problems. no issues. very user friendly,5,5/11/2024 22:09
Kiran Varughese,The app is good. However it won't update when I delete a photo from my phone. It's still in the cloud. It also doesn't include location data,3,5/11/2024 21:23
Robin Baez,Love it,5,5/11/2024 20:23
Paul Beagley,Unlimited photo storage uploads automatically,5,5/11/2024 17:32
Deborah Gable,I like how easy it is to use,5,5/11/2024 16:16
Yassine El Aouiti,EstÃ¡ bien. Personalmente me gustarÃ­a que pulieran un poco mÃ¡s las animaciones de la interfaz y que aÃ±adesen modos de ediciÃ³n.,5,5/11/2024 15:14
Anne Bentz,I would like the option to choose which photos I want to back up. I find it annoying that I have to repeatedly delete the same photos whereas other photos do not automatically go onto Amazon Photos.,3,5/11/2024 10:08
Joe Piepszowski,"Awful app. Amazon has decided that users are incapable of organizing, sorting, or ordering their own photos. The most basic function of sorting by name does not exist. Want to backup a folder from your PC and view it here? Nope, it all just gets put in with everything else, not even put into its own Album. Want to put photos into an album? Hope it's only a couple, because you have to click each photo one by one, no batch selecting. I'd list more, but reviews are limited to only 500 characters.",2,5/11/2024 9:14
Eddie Williams,It's free,4,5/11/2024 6:05
roni kissell,I love knowing my photos are safe! Thank you Amazon Photos! Update: Still as good as its always been.Update; this app is totally worth having Prime alone- it doesn't lose your pictures- ever!,5,5/11/2024 3:40
Candyman,I hope you don't have to delete anything because if you do please allow yourself 10 minutes per photo. You will not be able to continue on until each photo that gives you a banner to inform you that you deleted your photo that will last 5-10 minutes until it fades away. It is the most ridiculous and retarded waste of time that I have seen in a long time and do not understand how it is a good idea and mandatory for it to be in the way. Google and Amazon are just way too smart for me I guess.,5,5/11/2024 1:41
Sheryl Elgie,Very useful,5,5/11/2024 1:39
marius busa,Unlimited ð???,5,5/11/2024 0:52
Deborah LaBarre,Easy to use,5,5/11/2024 0:40
Tobin Bybee,Excellent app and saving my pictures is free.,5,5/11/2024 0:31
Geoffrey Parry,Easy way to store photos have been usei ng goggle so with upgrade this seems perfect,4,5/10/2024 23:57
Lilian Flynn,Amazon Photo App is great ð??,5,5/10/2024 23:52
Crystal Feldmann,I'm a new user and found it a bit difficult to add additional photos to an order. Not very clear in how to add to the cart. May just be me.,3,5/10/2024 22:23
Wilma Helle,Annoyed that I can't figure out how to access and delete videos from storage. But I'm just learning my way around it. Perhaps clearer directions would help?,2,5/10/2024 21:29
Debbie Bornstad,Thank you for no restrictions or limits to keep treasured memories.,5,5/10/2024 19:41
Shauna Vasquez,I had lots of videos and my Google account kept saying I ran out of room and couldn't edit or use any other Google apps until I made room in my storage. Amazon Photos allows unlimited photos in their plan for the same price as Google Photos that does not. For me that was a huge selling point since I have lots of videos of my grandchildren â¤ï¸,5,5/10/2024 19:36
Roxane,Too many security codes just to sign,1,5/10/2024 19:01
Mel H,Love Amazon Photo Storage,5,5/10/2024 18:56
kim scott,This is one of the best apps for photo,5,5/10/2024 17:34
Ann Parker-Griffiths,All my photo's are safe which is brilliant.,5,5/10/2024 17:20
Kathy Moss,Great having my memories and not losing them to the cloud ð???,5,5/10/2024 16:54
JAD Fishing Man Fishy,Fun way to keep photos,5,5/10/2024 16:51
Tara Fraser,Easy to use,4,5/10/2024 16:18
Arun B,Very nice and good quality,5,5/10/2024 15:07
Richard Ferguson,Total satisfaction !!,5,5/10/2024 14:37
ack up,Could be better. Great for space.,3,5/10/2024 14:35
Anthony Walker,Great,5,5/10/2024 14:28
Milton Bevan,Excellent app,5,5/10/2024 14:12
Peter Keating,Special photos in one place,5,5/10/2024 12:59
James Woodrow,"Can cast to my Amazon Fire TV, but rotation of the photo needs to be modified",4,5/10/2024 12:59
JosÃ© FiÃºza,"Great for saving images, perhaps mainly because it's got no space limit. A few features are needed, though: no access to the recycle bin and no way to edit saved photos/images. Otherwise, working without a glitch. Will revise my review upon further improvements, if any. EDIT: Not all photos are automatically uploaded and some don't even show up when uploaded manually! ð???",2,5/10/2024 12:30
Dana Hunter,I love this app,5,5/10/2024 12:24
Jimmie Combs,Very good ð??,4,5/10/2024 10:39
Damita â??Dee Deeâ? Gaskins,Love it,5,5/10/2024 9:46
julie suddreth,Great ð???,4,5/10/2024 8:27
Barbara Edwards,Very easy to back up photos,5,5/10/2024 7:41
Antonia Cleveland,My pictures come out beautifully,5,5/10/2024 6:03
Homle Homer,Like this app,5,5/10/2024 5:04
John Grogan,Love the memories it brings back,5,5/10/2024 2:52
Johana Horta,I love this app. It puts together my memories in a great order.,5,5/10/2024 2:36
F R,Great,5,5/10/2024 1:39
Bernice Anderson,It's fantastic ð??,5,5/10/2024 1:28
A Google user,Great,5,5/10/2024 1:02
Maija Hayes,Outstanding,5,5/10/2024 0:38
You Bettercall Tyrone,Easy to navigate and find pictures,5,5/10/2024 0:25
Little Joe Fontana,Great,5,5/9/2024 23:50
Mic Houghton,"Love the free img storage, hate that you can't organize your imgs into folders or directories. Real pain to search for old imgs with.",3,5/9/2024 23:13
